study	Stephan Comments	platform	location	rundate	fhet-th	hwe-th-ca	hwe-th-co	la1000_fifi:	la1000_postqc:	la1000_preqc:	lambda_fifi	lambda_postqc	lambda_preqc	lmiss-th	midi-th	miss-th	ncases_postqc	ncases_preqc	ncontrols_postqc	ncontrols_preqc	ngenotypes_postqc	nidex_fhet	nidex_fhet_cases	nidex_fhet_controls	nidex_miss	nidex_miss_cases	nidex_miss_controls	nidex_miss_hafi_noex	nidex_sexcheck_ex	nidex_sexcheck_undefined_ped	nidex_sexcheck_undefined_snp	nidex_sexcheck_warni	nnopt_postqc	nnopt_preqc	nobs_fifi_maf02:	nobs_postqc_maf02:	nobs_preqc_maf02:	nsnpex_hwe-ca	nsnpex_hwe-co	nsnpex_midi	nsnpex_miss	nsnpex_mono	nsnpex_prefilter	nsnpex_prekno	nsnpex_prekno_autosomes	nsnpin_prekno	nsnps_postqc	nsnps_preqc	p_imiss_caco_fifi	p_imiss_caco_postqc	p_imiss_caco_preqc	withpna
scz_yo12_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/yolken/qc	Thu_Apr__6_09:57:29_2017	0.2	-10	-6	1.822	1.817	1.862	1.155	1.154	1.163	0.02	0.02	0.02	366	370	127	127	183696730	1	1	0	0	0	0	0	4	1	5	6	1	1	289184	288825	289731	3	28	519	714	152944	0	0	0	0	372610	526713	0.14	0.061	0.1	0
scz_yol1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_yolken/qc	Tue_Apr_18_10:43:23_2017	0.2	-10	-6	1.545	1.545	1.545	1.024	1.024	1.024	0.02	0.02	0.02	66	66	33	33	29631591	0	0	0	0	0	0	0	0	1	0	1	0	0	269235	266695	271116	0	0	3343	2280	56187	11	0	0	0	299309	360676	0.0013	0	0.0022	0
scz_yolk_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	3.376	3.376	3.246	1.357	1.357	1.339	0.02	0.02	0.02	184	186	127	127	112170236	1	1	0	0	0	0	0	2	1	5	6	0	0	289202	288634	289731	1	28	782	747	164618	0	0	0	0	360676	526713	0.02	0.0027	0.0096	0
sim_hap1a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/qc	Tue_Nov_20_15:35:13_2018	0.2	-10	-6	1.855	1.692	1.852	3.599	3.104	3.638	0.02	0.02	0.02	2936	2990	3151	3210	3054560079	20	10	10	74	34	40	74	24	0	1	1	0	0	533171	495413	540897	10799	22172	5957	7782	0	54	6	6	0	501817	547764	0	1	0	0
sim_hap1b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_06:34:42_2019	0.2	-10	-6	2.885	2.557	2.860	2.866	2.541	2.946	0.02	0.02	0.02	929	985	1059	1115	1008896084	20	10	10	73	36	37	73	26	0	1	1	0	0	534009	502100	542087	10818	16427	5472	8051	0	107	16	16	0	507493	547764	0	0.078	0.0094	0
sim_hap1b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/dir1/qc/qc	Fri_Jan_25_09:52:41_2019	0.2	-10	-6	2.885	2.557	2.860	2.866	2.541	2.946	0.02	0.02	0.02	929	985	1059	1115	1008896084	20	10	10	73	36	37	73	26	0	1	1	0	0	534009	502100	542087	10818	16427	5472	8051	0	107	16	16	0	507493	547764	0	0.078	0.0094	0
sim_hap1b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_10:01:29_2019	0.2	-10	-6	2.885	2.557	2.860	2.866	2.541	2.946	0.02	0.02	0.02	929	985	1059	1115	1008896084	20	10	10	73	36	37	73	26	0	1	1	0	0	534009	502100	542087	10818	16427	5472	8051	0	107	16	16	0	507493	547764	0	0.078	0.0094	0
sim_hap1c_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc/pca_sim_hap1b/qc	Fri_Jan_25_10:40:24_2019	0.2	-10	-6	1.001	1.001	1.001	1.001	1.001	1.001	0.02	0.02	0.02	927	927	965	965	959997016	0	0	0	0	0	0	0	0	0	1	1	0	0	497409	497330	497415	0	1	81	13	0	0	18	18	0	507398	507493	0.16	0.15	0.1	0
sim_hap1d_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc/pca_sim_hap1b/qc/QC1/qc	Fri_Jan_25_11:22:23_2019	0.2	-10	-6	1.000	1.000	1.000	1.000	1.000	1.000	0.02	0.02	0.02	927	927	965	965	951904932	0	0	0	0	0	0	0	0	0	1	1	0	0	493368	493368	493368	0	0	0	0	0	0	0	0	0	503121	503121	0.14	0.14	0.14	0
sim_hap1x_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc	Wed_Jan__9_17:47:59_2019	0.2	-10	-6	1.050	0.998	1.049	1.097	0.997	1.098	0.02	0.02	0.02	1899	1961	1977	2039	1987039152	20	10	10	84	42	42	84	23	0	0	0	0	0	528392	501697	536284	10817	10791	5975	7946	0	42	14	14	0	512652	547764	0	0.23	0.57	0
sim_hap1y_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc	Wed_Jan__9_17:47:59_2019	0.2	-10	-6	6.497	5.476	6.356	6.659	5.608	6.824	0.02	0.02	0.02	924	982	1162	1218	1034712322	20	10	10	77	41	36	77	30	0	0	0	0	0	535342	492206	543774	10812	27676	5691	8305	0	171	11	11	0	496027	547764	0	0.37	0.00017	0
sim_hap2a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/qc/pca/qc	Tue_Nov_20_17:21:45_2018	0.2	-10	-6	1.035	1.035	1.035	1.102	1.102	1.102	0.02	0.02	0.02	2929	2929	2961	2961	2955442970	0	0	0	0	0	0	0	0	0	1	1	0	0	492669	492629	492672	0	0	40	4	0	0	8	8	0	501773	501817	1	0.0017	1	0
sim_hap2a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_06:34:42_2019	0.2	-10	-6	1.245	1.018	1.251	1.110	1.008	1.125	0.02	0.02	0.02	423	474	477	526	500713200	20	10	10	67	34	33	67	28	0	0	0	0	0	567487	539058	576354	11677	11676	6181	8433	1	138	29	29	0	556348	593970	0	0.71	0.00076	0
sim_hap2a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_10:01:29_2019	0.2	-10	-6	1.245	1.018	1.251	1.110	1.008	1.125	0.02	0.02	0.02	423	474	477	526	500713200	20	10	10	67	34	33	67	28	0	0	0	0	0	567487	539058	576354	11677	11676	6181	8433	1	138	29	29	0	556348	593970	0	0.71	0.00076	0
sim_hap2b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc/pca_sim_hap2a/qc	Fri_Jan_25_12:08:34_2019	0.2	-10	-6	1.018	1.018	1.018	1.008	1.008	1.008	0.02	0.02	0.02	423	423	477	477	496708200	0	0	0	0	0	0	0	0	0	0	0	0	0	534735	534735	534735	0	0	0	0	0	0	0	0	0	551898	551898	1.6e-12	1.6e-12	1.6e-12	0
sim_hap2x_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc/QC2/qc	Thu_Jan_10_03:57:13_2019	0.2	-10	-6	0.998	0.998	0.998	0.996	0.996	0.996	0.02	0.02	0.02	1899	1899	1977	1977	1972562292	0	0	0	0	0	0	0	0	0	0	0	0	0	498053	498053	498053	0	0	0	0	0	0	0	0	0	508917	508917	0.0033	0.0033	0.0033	0
sim_hap2x_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc/QC2/qc	Sun_Jan_13_17:30:24_2019	0.2	-10	-6	0.998	0.998	0.998	0.996	0.996	0.996	0.02	0.02	0.02	1899	1899	1977	1977	1972562292	0	0	0	0	0	0	0	0	0	0	0	0	0	498053	498053	498053	0	0	0	0	0	0	0	0	0	508917	508917	0.0033	0.0033	0.0033	0
sim_hap2y_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc/QC2/qc	Thu_Jan_10_03:57:13_2019	0.2	-10	-6	0.992	0.990	0.992	0.992	0.991	0.992	0.02	0.02	0.02	918	918	976	976	938677764	0	0	0	0	0	0	0	0	0	0	0	0	0	486053	485922	486306	0	0	133	288	0	0	18	18	0	495606	496027	0.91	0.091	0.71	0
sim_hap2y_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc/QC2/qc	Sun_Jan_13_17:30:24_2019	0.2	-10	-6	0.992	0.990	0.992	0.992	0.991	0.992	0.02	0.02	0.02	918	918	976	976	938677764	0	0	0	0	0	0	0	0	0	0	0	0	0	486053	485922	486306	0	0	133	288	0	0	18	18	0	495606	496027	0.91	0.091	0.71	0
sim_hap3a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/qc/pca/qc/imputation/qc	Tue_Nov_20_18:07:21_2018	0.2	-10	-6	1.033	1.033	1.033	1.097	1.097	1.097	0.02	0.02	0.02	2929	2929	2961	2961	2946878910	0	0	0	0	0	0	0	0	0	1	1	0	0	491583	491583	491583	0	0	0	0	0	0	0	0	0	500319	500319	3.5e-10	3.5e-10	3.5e-10	0
sim_hap3a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/qc/pca/qc/imputation/qc	Tue_Nov_20_19:10:17_2018	0.2	-10	-6	1.033	1.033	1.033	1.097	1.097	1.097	0.02	0.02	0.02	2929	2929	2961	2961	2946878910	0	0	0	0	0	0	0	0	0	1	1	0	0	491583	491583	491583	0	0	0	0	0	0	0	0	0	500319	500319	3.5e-10	3.5e-10	3.5e-10	0
sim_hap3a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/qc	Sun_Dec_30_17:59:10_2018	0.2	-10	-6	1.873	1.708	1.868	3.655	3.154	3.691	0.02	0.02	0.02	3020	3078	3065	3122	3051919580	20	10	10	77	38	39	77	26	0	1	1	0	0	533034	495228	540990	10785	22406	5804	8001	0	41	8	7	0	501548	547764	0	0.11	4.4e-15	0
sim_hap3a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/qc	Mon_Dec_31_14:22:17_2018	0.2	-10	-6	1.873	1.708	1.868	3.655	3.154	3.691	0.02	0.02	0.02	3020	3078	3065	3122	3051919580	20	10	10	77	38	39	77	26	0	1	1	0	0	533034	495228	540990	10785	22406	5804	8001	0	41	8	7	0	501548	547764	0	0.11	4.4e-15	0
sim_hap3a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/qc	Mon_Dec_31_19:33:56_2018	0.2	-10	-6	1.873	1.708	1.868	3.655	3.154	3.691	0.02	0.02	0.02	3020	3078	3065	3122	3051919580	20	10	10	77	38	39	77	26	0	1	1	0	0	533034	495228	540990	10785	22406	5804	8001	0	41	8	7	0	501548	547764	0	0.11	4.4e-15	0
sim_hap3b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_06:34:42_2019	0.2	-10	-6	5.342	5.160	5.342	3.347	3.249	3.347	0.02	0.02	0.02	478	478	622	622	595005400	0	0	0	0	0	0	0	0	0	0	0	0	0	543587	536737	543587	0	6850	0	0	0	0	0	0	0	540914	547764	1	1	1	0
sim_hap3b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_10:01:29_2019	0.2	-10	-6	5.342	5.160	5.342	3.347	3.249	3.347	0.02	0.02	0.02	478	478	622	622	595005400	0	0	0	0	0	0	0	0	0	0	0	0	0	543587	536737	543587	0	6850	0	0	0	0	0	0	0	540914	547764	1	1	1	0
sim_hap3c_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc/pca_sim_hap3b/qc	Fri_Jan_25_12:15:10_2019	0.2	-10	-6	1.012	1.012	1.012	1.006	1.006	1.006	0.02	0.02	0.02	473	473	527	527	540914000	0	0	0	0	0	0	0	0	0	0	0	0	0	529435	529435	529435	0	0	0	0	0	0	0	0	0	540914	540914	1	1	1	0
sim_hap3y_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/09Jan/qc/QC2/qc/qc	Sun_Jan_13_18:06:27_2019	0.2	-10	-6	0.971	0.971	0.971	0.973	0.973	0.973	0.02	0.02	0.02	918	918	976	976	916629710	0	0	0	0	0	0	0	0	0	0	0	0	0	475577	475577	475577	0	0	0	0	0	0	0	0	0	483965	483965	0.00029	0.00029	0.00029	0
sim_hap4a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/analysis/qc	Mon_Dec_31_20:12:05_2018	0.2	-10	-6	1.871	1.707	1.865	3.652	3.152	3.685	0.02	0.02	0.02	3021	3079	3071	3128	3055253748	20	10	10	77	38	39	77	26	0	1	1	0	0	533021	495227	540949	10784	22409	5792	8038	0	43	8	7	0	501519	547764	0	0.061	1.1e-13	0
sim_hap4a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/analysis/qc	Tue_Jan__1_09:13:59_2019	0.2	-10	-6	1.871	1.707	1.865	3.652	3.152	3.685	0.02	0.02	0.02	3021	3079	3071	3128	3055253748	20	10	10	77	38	39	77	26	0	1	1	0	0	533021	495227	540949	10784	22409	5792	8038	0	43	8	7	0	501519	547764	0	0.061	1.1e-13	0
sim_hap4b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/analysis/qc/pca/QC2/qc	Tue_Jan__1_18:15:50_2019	0.2	-10	-6	1.003	1.003	1.003	1.010	1.010	1.010	0.02	0.02	0.02	3014	3014	2881	2881	2956147965	0	0	0	0	0	0	0	0	0	0	0	0	0	492372	492330	492378	0	0	43	9	0	0	9	8	0	501467	501519	0.063	0.21	0.072	0
sim_hap4b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_06:34:42_2019	0.2	-10	-6	1.044	1.044	1.044	1.022	1.022	1.022	0.02	0.02	0.02	493	493	507	507	593969000	0	0	0	0	0	0	0	0	0	0	0	0	0	575984	575983	575984	0	1	0	0	0	0	1	1	0	593969	593970	1	1	1	0
sim_hap4b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_10:01:29_2019	0.2	-10	-6	1.044	1.044	1.044	1.022	1.022	1.022	0.02	0.02	0.02	493	493	507	507	593969000	0	0	0	0	0	0	0	0	0	0	0	0	0	575984	575983	575984	0	1	0	0	0	0	1	1	0	593969	593970	1	1	1	0
sim_hap4b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/dir4/QC/qc	Fri_Feb__1_07:20:33_2019	0.2	-10	-6	0.986	0.986	0.986	0.993	0.993	0.993	0.02	0.02	0.02	483	483	517	517	593970000	0	0	0	0	0	0	0	0	0	0	0	0	0	576236	576236	576236	0	0	0	0	0	0	0	0	0	593970	593970	1	1	1	0
sim_hap4c_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/analysis/qc/pca/QC2/qc/QC3/qc	Tue_Jan__1_19:00:45_2019	0.2	-10	-6	1.002	1.002	1.002	1.006	1.006	1.006	0.02	0.02	0.02	3014	3014	2881	2881	2946379950	0	0	0	0	0	0	0	0	0	0	0	0	0	491128	491128	491128	0	0	0	0	0	0	0	0	0	499810	499810	0	0	0	0
sim_hap5a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/analysis/qc/pca/QC2/qc/QC3/qc/imputation/qc	Mon_Jan__7_07:24:19_2019	0.2	-10	-6	1.006	1.006	1.006	1.006	1.006	1.006	0.02	0.02	0.02	1009	1009	956	956	981505710	0	0	0	0	0	0	0	0	0	0	0	0	0	491013	490703	491013	0	0	316	0	0	0	0	0	0	499494	499810	3.7e-09	0.0019	3.7e-09	0
sim_hap5b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/dec27/analysis/qc/pca/QC2/qc/QC3/qc/imputation/qc	Mon_Jan__7_07:24:19_2019	0.2	-10	-6	1.002	1.002	1.002	1.004	1.004	1.004	0.02	0.02	0.02	2005	2005	1925	1925	1963750260	0	0	0	0	0	0	0	0	0	0	0	0	0	491216	491091	491216	0	0	128	0	0	0	0	0	0	499682	499810	0	1.2e-05	0	0
sim_hap5b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_06:34:42_2019	0.2	-10	-6	1.016	1.016	1.016	1.008	1.008	1.008	0.02	0.02	0.02	491	491	509	509	593970000	0	0	0	0	0	0	0	0	0	0	0	0	0	576028	576028	576028	0	0	0	0	0	0	0	0	0	593970	593970	1	1	1	0
sim_hap5b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/analysis/qc	Fri_Jan_25_10:01:29_2019	0.2	-10	-6	1.016	1.016	1.016	1.008	1.008	1.008	0.02	0.02	0.02	491	491	509	509	593970000	0	0	0	0	0	0	0	0	0	0	0	0	0	576028	576028	576028	0	0	0	0	0	0	0	0	0	593970	593970	1	1	1	0
sim_hap5b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/dir5/qc	Mon_Feb__4_06:36:24_2019	0.2	-10	-6	0.984	0.984	0.984	0.992	0.992	0.992	0.02	0.02	0.02	516	516	484	484	593970000	0	0	0	0	0	0	0	0	0	0	0	0	0	575962	575962	575962	0	0	0	0	0	0	0	0	0	593970	593970	1	1	1	0
sim_hap6a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/qc	Tue_Jan__8_17:52:18_2019	0.2	1e-10	1e-06	1.050	0.998	1.049	1.097	0.997	1.098	0.02	0.02	0.02	1899	1961	1977	2039	1987043028	20	10	10	84	42	42	84	23	0	0	0	0	0	528392	501697	536283	10817	10791	5975	7945	0	42	14	14	0	512653	547764	0	0.093	0.7	0
sim_hap6b_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/nov20/jan08/analysis/qc	Tue_Jan__8_17:52:18_2019	0.2	1e-10	1e-06	6.509	5.489	6.356	6.674	5.624	6.824	0.02	0.02	0.02	925	982	1162	1218	1036162108	20	10	10	76	40	36	76	30	0	0	0	0	0	535678	492664	543774	10812	27558	5689	7969	0	171	11	11	0	496484	547764	0	0.0025	9.1e-06	0
sim_hapAS_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/qc	Tue_Nov__6_10:45:16_2018	0.2	-10	-6	5.055	1.373	4.065	1.239	1.022	1.306	0.02	0.02	0.02	68	104	52	96	49902720	10	5	5	67	30	37	67	14	0	0	0	0	0	477444	392102	525715	21927	22626	48577	42089	1987	318	6	6	0	415856	547764	0.044	0.044	0.076	0
sim_hapAS_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/qc	Wed_Nov__7_17:26:11_2018	0.2	-10	-6	5.055	1.373	4.065	1.239	1.022	1.306	0.02	0.02	0.02	68	104	52	96	49902720	10	5	5	67	30	37	67	14	0	0	0	0	0	477444	392102	525715	21927	22626	48577	42089	1987	318	6	6	0	415856	547764	0.044	0.044	0.076	0
sim_hapg4_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/qc	Thu_Nov__8_03:42:09_2018	0.2	1e-10	1e-06	1.855	1.692	1.852	3.599	3.104	3.638	0.02	0.02	0.02	2936	2990	3151	3210	3054809646	20	10	10	74	34	40	74	24	0	1	1	0	0	533190	495451	540891	10799	22153	5957	7760	0	54	6	6	0	501858	547764	0	0.31	0	0
sim_hapg4_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/qc	Thu_Nov__8_05:47:08_2018	0.2	1e-10	1e-06	1.855	1.692	1.852	3.599	3.104	3.638	0.02	0.02	0.02	2936	2990	3151	3210	3054809646	20	10	10	74	34	40	74	24	0	1	1	0	0	533190	495451	540891	10799	22153	5957	7760	0	54	6	6	0	501858	547764	0	0.31	0	0
sim_hapg5_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/qc/PCA/qc	Thu_Nov__8_08:15:26_2018	0.2	-10	-6	1.035	1.035	1.035	1.102	1.102	1.102	0.02	0.02	0.02	2929	2929	2961	2961	2955708020	0	0	0	0	0	0	0	0	0	1	1	0	0	492702	492662	492702	0	0	40	0	0	0	8	8	0	501818	501858	0.26	0.0062	0.26	0
sim_hapg6_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen1a/combined/re_analysis/qc/PCA/qc/imputation/qc	Thu_Nov__8_11:34:36_2018	0.2	-10	-6	1.035	1.035	1.035	1.102	1.102	1.102	0.02	0.02	0.02	2929	2929	2961	2961	2955501870	0	0	0	0	0	0	0	0	0	1	1	0	0	492654	492654	492654	0	0	0	0	0	0	0	0	0	501783	501783	0.0081	0.0081	0.0081	0
sim_sim1_eur_vt	x	COEX	/psych/ripke/vasa/bipolar_replication/conditional_analysis/pgc_bipolar_conditional_analysis/simulated_data/simulation/sim_1/qc	Mon_Aug_28_06:14:35_2017	0.2	-10	-6	2.859	2.859	2.859	1.352	1.352	1.352	0.02	0.02	0.02	185	185	194	194	85612689	0	0	0	0	0	0	0	0	0	0	0	0	0	225896	225890	225896	0	6	0	0	0	0	0	0	0	225891	225897	1	1	1	0
sim_sim1_eur_vt	x	COEX	/psych/ripke/vasa/bipolar_replication/conditional_analysis/pgc_bipolar_conditional_analysis/simulated_data/simulation/sim_1/qc	Mon_Aug_28_08:10:29_2017	0.2	-10	-6	2.859	2.859	2.859	1.352	1.352	1.352	0.02	0.02	0.02	185	185	194	194	85612689	0	0	0	0	0	0	0	0	0	0	0	0	0	225896	225890	225896	0	6	0	0	0	0	0	0	0	225891	225897	1	1	1	0
sim_sim1a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/dir1/qc	Thu_Jan_24_12:11:56_2019	0.2	-10	-6	2.885	2.557	2.860	2.866	2.541	2.946	0.02	0.02	0.02	929	985	1059	1115	1008959700	20	10	10	73	36	37	73	26	0	1	1	0	0	534032	502132	542086	10818	16418	5472	8029	0	106	17	17	0	507525	547764	0	0.02	0.011	0
sim_sim2a_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/dir2/qc	Thu_Jan_24_12:13:40_2019	0.2	-10	-6	1.245	1.018	1.251	1.110	1.008	1.125	0.02	0.02	0.02	423	474	477	526	500715000	20	10	10	67	34	33	67	28	0	0	0	0	0	567486	539058	576354	11677	11676	6179	8432	1	138	27	27	0	556350	593970	0	0.45	0.0012	0
sim_test1_eur_sa	x	OMEX	/psych/genetics_data/sawasthi/hapgen/test_for_case_control/qc	Fri_Jan_25_08:56:00_2019	0.2	-10	-6	2.985	2.636	2.867	2.963	2.618	2.953	0.02	0.02	0.02	930	985	1056	1115	1007452122	20	10	10	75	36	39	75	28	0	0	0	0	0	534224	501951	542134	10814	16587	5655	7921	0	113	0	0	0	507277	547764	0	0.0011	0.35	0
tst_tst1_eur_sr	x	PSYC	/psych/genetics_data/ripke/for_others/roy/lithium/test/qc	Wed_Apr__8_04:39:47_2015	0.2	1e-10	1e-06	0.767	0.782	0.762	0.969	0.971	0.968	0.02	0.02	0.02	84	85	318	324	129781278	0	0	0	6	1	5	63	1	0	1	1	0	0	263853	258299	303225	406	590	7953	25315	203795	30082	0	0	0	322839	588454	0.35	0.19	0.9	0
tst_tst1_eur_sr	x	PSYC	/psych/genetics_data/ripke/for_others/roy/lithium/test/qc	Thu_Nov__6_08:49:55_2014	0.2	1e-10	1e-06	0.767	0.782	0.762	0.969	0.971	0.968	0.02	0.02	0.02	84	85	318	324	129781278	0	0	0	6	1	5	63	1	0	1	1	0	0	263853	258299	303225	406	590	7953	25315	203795	30082	0	0	0	322839	588454	0.35	0.19	0.9	0
scz_clz2a_eur_vt			/psych/ripke/vasa/clozuk/preimputation_qc/maf_filtering/preimputation_qc/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.070	1.068	1.070	1.423	1.413	1.426	0.02	0.02	0.02	5370	5373	6940	6961	6854958910	0	0	0	19	3	16	19	5	5373	3	5376	0	0	560639	547682	561102	12924	1	738	451	142	46	244	244	0	556861	571091	0	0	0	0
